gene,chromosome,mean_expr,std_expr,corr_cis,pval_cis,corr_trans,pval_trans,cis_minus_trans,cnv_source,corr_with_cnv,pval,pval_adj,dosage_sensitive,dosage_compensated,strong_cis_effect
SRGN,chr10,2.1486619,1.382914,0.383783328392114,1.291210785608311e-290,-0.5739191890220928,0.0,0.9577025174142069,chromosome-specific,0.383783328392114,1.291210785608311e-290,1.7664596586338217e-288,True,False,True
EIF2AK1,chr7,0.21971413,0.46767342,0.3789408698665017,8.617504644310025e-283,0.3895617275185776,3.972821787172585e-300,-0.010620857652075877,chromosome-specific,0.3789408698665017,8.617504644310025e-283,1.169498790288602e-280,True,False,False
OCLN,chr5,0.07953868,0.28832987,0.3786825768785873,2.2335715209088603e-282,0.5198977027456224,0.0,-0.1412151258670351,chromosome-specific,0.3786825768785873,2.2335715209088603e-282,3.007167244499834e-280,True,False,False
CALU,chr7,0.2594798,0.503261,0.3781476640608413,1.6009917988688636e-281,0.34328714146655903,3.720796003425518e-229,0.034860522594282295,chromosome-specific,0.3781476640608413,1.6009917988688636e-281,2.1385216437804257e-279,True,False,False
GPR37,chr7,0.0176706,0.117150776,0.377843132079373,4.9051526484454373e-281,0.3471657636757581,1.1629581488415484e-234,0.030677368403614902,chromosome-specific,0.377843132079373,4.9051526484454373e-281,6.500860119392843e-279,True,False,False
INTS1,chr7,0.10257838,0.3171103,0.3764985875638041,6.78162235362009e-279,0.4034805756743008,1e-323,-0.02698198811049668,chromosome-specific,0.3764985875638041,6.78162235362009e-279,8.918096248590015e-277,True,False,False
MAGED1,chrX,0.10481836,0.32908565,0.3750938833701427,1.1401802992614078e-276,0.3750938833701427,1.1401802992614078e-276,0.0,global,0.3750938833701427,1.1401802992614078e-276,1.487847584359271e-274,True,False,False
PITX1,chr5,0.023480278,0.1385665,0.37492179246266144,2.1324504973301523e-276,0.4191298009059992,0.0,-0.044208008443337776,chromosome-specific,0.37492179246266144,2.1324504973301523e-276,2.7614420028021913e-274,True,False,False
PLD3,chr19,0.57103306,0.7875329,0.3730472478410545,1.9053826606585146e-273,0.2958305599096991,6.149797622571859e-168,0.07721668793135539,chromosome-specific,0.3730472478410545,1.9053826606585146e-273,2.448705413288715e-271,True,False,True
TAGLN2,chr1,1.6263041,1.0029137,0.372137201361489,5.0771886549407704e-272,0.297187232381287,1.5529080776732152e-169,0.07494996898020195,chromosome-specific,0.372137201361489,5.0771886549407704e-272,6.475896867850769e-270,True,False,True
NR2F6,chr19,0.10328635,0.32615557,0.3709483303496802,3.6403264005586604e-270,0.5963905841967108,0.0,-0.22544225384703054,chromosome-specific,0.3709483303496802,3.6403264005586604e-270,4.6085445566475457e-268,True,False,False
MAFK,chr7,0.1033285,0.32003278,0.3683413532515365,4.0051063632149135e-266,0.373065127685587,1.786184450382057e-273,-0.004723774434050476,chromosome-specific,0.3683413532515365,4.0051063632149135e-266,5.032786988561318e-264,True,False,False
CCZ1,chr7,0.25190374,0.51416427,0.36819749647588557,6.676343228962634e-266,0.3850050406457721,1.3058567001755303e-292,-0.016807544169886557,chromosome-specific,0.36819749647588557,6.676343228962634e-266,8.327756362950155e-264,True,False,False
TREM2,chr6,0.30202726,0.70278513,0.36653121635070895,2.436654767197378e-263,-0.1839870714037157,2.3773713646243977e-64,0.5505182877544247,chromosome-specific,0.36653121635070895,2.436654767197378e-263,3.0171833190318484e-261,True,False,True
FXYD3,chr19,0.35071528,0.7861089,0.36646001489057267,3.1328686320313496e-263,0.681540832221301,0.0,-0.31508081733072835,chromosome-specific,0.36646001489057267,3.1328686320313496e-263,3.851158222737668e-261,True,False,False
GTF2I,chr7,0.38352993,0.6079583,0.3662506445504378,6.557456810331755e-263,0.36663658157622314,1.6796685946727232e-263,-0.0003859370257853212,chromosome-specific,0.3662506445504378,6.557456810331755e-263,8.0029278655012875e-261,True,False,False
QSOX1,chr1,0.3425839,0.5715097,0.3657681800476975,3.589596625520768e-262,0.31549199223434105,5.933804276793978e-192,0.050276187813356465,chromosome-specific,0.3657681800476975,3.589596625520768e-262,4.3495655110953075e-260,True,False,True
RNASET2,chr6,0.9780966,1.0027858,0.3651983411448911,2.663335387624619e-261,-0.22320174557678957,1.3937125192126273e-94,0.5884000867216806,chromosome-specific,0.3651983411448911,2.663335387624619e-261,3.204313582671208e-259,True,False,True
CETN2,chrX,0.28547397,0.5956344,0.3630971946944223,4.163454833312189e-258,0.3630971946944223,4.163454833312189e-258,0.0,global,0.3630971946944223,4.163454833312189e-258,4.9738625205850685e-256,True,False,False
DPY19L1,chr7,0.06753031,0.25605628,0.36283705582891873,1.0309323020614603e-257,0.38680234708534106,1.4631613957632996e-295,-0.023965291256422327,chromosome-specific,0.36283705582891873,1.0309323020614603e-257,1.2229885015503924e-255,True,False,False
LAMB3,chr1,0.095032066,0.3281375,0.3624928234628583,3.4177132528657334e-257,0.4853320371456608,0.0,-0.12283921368280248,chromosome-specific,0.3624928234628583,3.4177132528657334e-257,4.0262560848343265e-255,True,False,False
PPIA,chr7,2.2598338,0.8809699,0.3624220825979585,4.371410338731303e-257,0.35196142482735526,1.4121599416934035e-241,0.010460657770603232,chromosome-specific,0.3624220825979585,4.371410338731303e-257,5.114248619740539e-255,True,False,False
AGRN,chr1,0.15166758,0.405399,0.3623943354559519,4.814361838050177e-257,0.5563488913033114,0.0,-0.19395455584735954,chromosome-specific,0.3623943354559519,4.814361838050177e-257,5.593892754841315e-255,True,False,False
DNAH11,chr7,0.05775904,0.25042388,0.36122697752833555,2.768655539500737e-255,0.45328276778734045,0.0,-0.0920557902590049,chromosome-specific,0.36122697752833555,2.768655539500737e-255,3.1950661613667007e-253,True,False,False
